ResponseID,ExtendedSessionID,UserID,ScenarioOrder,Intervention,PedPed,Barrier,CrossingSignal,AttributeLevel,ScenarioTypeStrict,ScenarioType,DefaultChoice,NonDefaultChoice,DefaultChoiceIsOmission,NumberOfCharacters,DiffNumberOFCharacters,Saved,Template,DescriptionShown,LeftHand,UserCountry3,Review_age,Review_education,Review_gender,Review_income,Review_political,Review_religious,political_category
a8oB3YhZD9hEWhSTC,1194987624_6756716222471727.0,6756716222471730.0,13,0,1,0,0,Low,Social Status,Social Status,High,Low,0.0,3,0,0,Desktop,0.0,0.0,USA,19.0,college,male,10000,0.7,0.73,4
sZMk2nvmnah8ChC2e,1194987624_6756716222471727.0,6756716222471730.0,2,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,2,0,0,Desktop,0.0,0.0,USA,19.0,college,male,10000,0.7,0.73,4
4zBAhCL8bSs5buawM,1196402807_9395944727668286.0,9395944727668290.0,13,0,0,1,0,Rand,Random,Random,,,,4,3,0,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
5wsDzyKCNrEMx9ttz,1196402807_9395944727668286.0,9395944727668290.0,11,0,0,0,0,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Mobile,0.0,0.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
AAPXTDiLmfNMxquRw,1196402807_9395944727668286.0,9395944727668290.0,7,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,3,0,0,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
BpAtgXmaEZ4AKgfGv,1196402807_9395944727668286.0,9395944727668290.0,8,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,5,0,1,Mobile,0.0,0.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
EJexnhDGxs577hFiv,1196402807_9395944727668286.0,9395944727668290.0,9,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
KwjHese36gmunvFuX,1196402807_9395944727668286.0,9395944727668290.0,10,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
a4so7E3YSm8QtCxLj,1196402807_9395944727668286.0,9395944727668290.0,2,0,0,0,0,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,0.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
g9n3GtkTbKYsnHoAy,1196402807_9395944727668286.0,9395944727668290.0,3,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,4,0,0,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
n5zcWMS6P7a5JWWNX,1196402807_9395944727668286.0,9395944727668290.0,4,0,1,0,0,Female,Gender,Gender,Male,Female,0.0,3,0,0,Mobile,0.0,0.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
w9FGTFsPnhEB8MXZD,1196402807_9395944727668286.0,9395944727668290.0,6,0,0,0,1,Young,Age,Age,Young,Old,1.0,2,0,1,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
wWKeNRQ5us8DWtcvS,1196402807_9395944727668286.0,9395944727668290.0,1,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Mobile,0.0,1.0,RUS,24.0,bachelor,male,5000,0.68,0.0,4
EdExq8549qrkscnWB,1216476435_459479149974899.0,459479149974899.0,12,0,0,0,2,More,Random,Utilitarian,More,Less,1.0,5,4,0,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
FLimPQk3FMn99GbN7,1216476435_459479149974899.0,459479149974899.0,3,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,1.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
KMBk75EnbhJQ49wLt,1216476435_459479149974899.0,459479149974899.0,2,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,2,0,0,Desktop,1.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
NEwjaad9Dv65bJuMN,1216476435_459479149974899.0,459479149974899.0,5,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
TbvzXZnNifgenEWmn,1216476435_459479149974899.0,459479149974899.0,8,0,0,0,2,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
Z8kpkBR8NMhFHgDjQ,1216476435_459479149974899.0,459479149974899.0,10,0,1,0,2,High,Social Status,Social Status,High,Low,1.0,1,0,1,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
cjq4hpTytEtLxBfdp,1216476435_459479149974899.0,459479149974899.0,11,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Desktop,0.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
dd6ifRwmKkqyBgAwS,1216476435_459479149974899.0,459479149974899.0,6,0,1,0,2,Rand,Age,Random,,,,1,0,1,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
ftL7za5tKrLNxdpkM,1216476435_459479149974899.0,459479149974899.0,13,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,1,Desktop,1.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
mFD7Yeg2C29e5oZXh,1216476435_459479149974899.0,459479149974899.0,1,0,1,0,0,Young,Age,Age,Young,Old,1.0,5,0,0,Desktop,1.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
me6S6iuRi6KEAPmpP,1216476435_459479149974899.0,459479149974899.0,7,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Desktop,1.0,0.0,USA,13.0,others,female,default,0.72,0.02,4
ok9EX3hGKiNAFXAbQ,1216476435_459479149974899.0,459479149974899.0,4,0,1,0,1,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,1.0,1.0,USA,13.0,others,female,default,0.72,0.02,4
2qRT4LgqNJMFbxudJ,1268459198_5391046274591920.0,5391046274591920.0,8,0,0,1,0,Rand,Random,Random,,,,4,3,1,Desktop,0.0,0.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
3Sr3ywLnLGA9fTFok,1268459198_5391046274591920.0,5391046274591920.0,3,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
ERYqgaQm6WtKBsmob,1268459198_5391046274591920.0,5391046274591920.0,13,0,1,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
GJP5ekcdnHzeXt2vE,1268459198_5391046274591920.0,5391046274591920.0,12,0,0,0,2,Old,Age,Age,Young,Old,0.0,2,0,0,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
J2jnzeGaP3x8JAQX9,1268459198_5391046274591920.0,5391046274591920.0,7,0,1,0,0,Old,Age,Age,Young,Old,0.0,3,0,0,Desktop,1.0,0.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
PbWJXsi7c8Z9QtgTs,1268459198_5391046274591920.0,5391046274591920.0,1,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
YFgT3jj443rbQyEvm,1268459198_5391046274591920.0,5391046274591920.0,11,0,1,0,2,Low,Social Status,Social Status,High,Low,0.0,2,0,0,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
ZLFYX4HjJbD6azoYC,1268459198_5391046274591920.0,5391046274591920.0,5,0,1,0,2,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
jC6TDYcb8zSKZK3tw,1268459198_5391046274591920.0,5391046274591920.0,4,0,0,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Desktop,0.0,0.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
of4doqtFEYyht3Yh3,1268459198_5391046274591920.0,5391046274591920.0,9,0,0,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,1,4,0,Desktop,0.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
rcm7Es2aaHNFuSqmE,1268459198_5391046274591920.0,5391046274591920.0,6,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,0.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
xvgAEuxS5YLoxQcvL,1268459198_5391046274591920.0,5391046274591920.0,10,0,0,1,0,Female,Gender,Gender,Male,Female,0.0,1,0,0,Desktop,1.0,1.0,FRA,29.0,graduate,male,50000,0.7,0.0,4
57sFXMABJKuEq9ETW,1292737633_3921606002144362.0,3921606002144360.0,10,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Mobile,0.0,0.0,USA,18.0,college,female,above100000,0.74,0.0,4
5Zzk7uMbYvGKFMzj8,1292737633_3921606002144362.0,3921606002144360.0,9,0,0,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Mobile,0.0,0.0,USA,18.0,college,female,above100000,0.74,0.0,4
76wkHFAoDEQKWojHn,1292737633_3921606002144362.0,3921606002144360.0,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,1,0,1,Mobile,0.0,1.0,USA,18.0,college,female,above100000,0.74,0.0,4
F3robvWY84wFyvWSi,1292737633_3921606002144362.0,3921606002144360.0,6,0,1,0,1,Male,Gender,Gender,Male,Female,1.0,4,0,0,Mobile,0.0,0.0,USA,18.0,college,female,above100000,0.74,0.0,4
GQNi3nsacnBHE4zRq,1292737633_3921606002144362.0,3921606002144360.0,8,0,1,0,2,Hoomans,Species,Species,Hoomans,Pets,1.0,2,0,1,Mobile,0.0,1.0,USA,18.0,college,female,above100000,0.74,0.0,4
JQGdkHqddPBoALsuT,1292737633_3921606002144362.0,3921606002144360.0,4,0,0,0,2,Young,Age,Age,Young,Old,1.0,1,0,1,Mobile,0.0,1.0,USA,18.0,college,female,above100000,0.74,0.0,4
LN2SmFeR67XpHpgkE,1292737633_3921606002144362.0,3921606002144360.0,1,0,0,0,1,Rand,Random,Random,,,,3,0,1,Mobile,0.0,1.0,USA,18.0,college,female,above100000,0.74,0.0,4
XECdbBNDC6P3X5it9,1292737633_3921606002144362.0,3921606002144360.0,3,0,1,0,1,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Mobile,0.0,0.0,USA,18.0,college,female,above100000,0.74,0.0,4
YiA3ZccYTzJ6YTTta,1292737633_3921606002144362.0,3921606002144360.0,5,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,0.0,1.0,USA,18.0,college,female,above100000,0.74,0.0,4
hs4iL5ZcxKkccwsBF,1292737633_3921606002144362.0,3921606002144360.0,12,0,1,0,1,Hoomans,Species,Species,Hoomans,Pets,1.0,4,0,1,Mobile,0.0,0.0,USA,18.0,college,female,above100000,0.74,0.0,4
2SDq2AX3JWu7teLwB,1344569462_1478184838481007.0,1478184838481010.0,8,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,1,Desktop,1.0,0.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
ECZZjtJcMASeXTzhr,1344569462_1478184838481007.0,1478184838481010.0,7,0,1,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
GNbham6Z853CrTZXv,1344569462_1478184838481007.0,1478184838481010.0,9,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,1.0,0.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
LXtpAYsPsLZdCcNBb,1344569462_1478184838481007.0,1478184838481010.0,3,0,0,1,0,Rand,Random,Random,,,,2,2,1,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
LwwCnKudo4wM3hKWE,1344569462_1478184838481007.0,1478184838481010.0,13,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
PmczYjznffoxh4vKm,1344569462_1478184838481007.0,1478184838481010.0,11,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
QwbkoK8mCBffguww3,1344569462_1478184838481007.0,1478184838481010.0,1,0,0,0,0,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
RuaZRTpxRwutn29EC,1344569462_1478184838481007.0,1478184838481010.0,12,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
XQrqiGMQWYWMLcZby,1344569462_1478184838481007.0,1478184838481010.0,4,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,5,0,0,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
nMt6J5j9yZBTmBdRn,1344569462_1478184838481007.0,1478184838481010.0,10,0,0,0,2,High,Social Status,Social Status,High,Low,1.0,1,0,0,Desktop,1.0,0.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
w5HaTbnZ8MSGhWccG,1344569462_1478184838481007.0,1478184838481010.0,6,0,1,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Desktop,0.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
zpGsuTQdxRQDvYjBT,1344569462_1478184838481007.0,1478184838481010.0,2,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,1,Desktop,1.0,1.0,DEU,33.0,vocational,male,50000,0.77,0.0,4
67pcnncpNxF7tNCwN,1400004992_448150054336193.0,448150054336193.0,6,0,1,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
9ahnBmXGotMzBRQYX,1400004992_448150054336193.0,448150054336193.0,1,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,5,0,0,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
DEMYsM3kNmKcgpro5,1400004992_448150054336193.0,448150054336193.0,4,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,1,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
FE26kNukGZEFixNYs,1400004992_448150054336193.0,448150054336193.0,12,0,1,0,0,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
PRofTLd6PA9Nt6KZ6,1400004992_448150054336193.0,448150054336193.0,13,0,0,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,5,0,0,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
akrjbxnHDAzeS4v2t,1400004992_448150054336193.0,448150054336193.0,2,0,1,0,2,Rand,Social Status,Random,,,,1,0,0,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
asXnELhq43CuToBGD,1400004992_448150054336193.0,448150054336193.0,3,0,0,0,2,Male,Gender,Gender,Male,Female,1.0,5,0,0,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
cQhmksBhgW4eCqctr,1400004992_448150054336193.0,448150054336193.0,8,0,0,1,0,Rand,Random,Random,,,,4,1,1,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
g5bFKCkyd2C7M4xFk,1400004992_448150054336193.0,448150054336193.0,7,0,0,1,0,Hoomans,Species,Species,Hoomans,Pets,1.0,1,0,1,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
rgEn7AXpLMevc538S,1400004992_448150054336193.0,448150054336193.0,9,0,0,0,2,More,Utilitarian,Utilitarian,More,Less,1.0,5,1,0,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
yHPbMND8BiwQpbReq,1400004992_448150054336193.0,448150054336193.0,11,0,0,0,0,Young,Age,Age,Young,Old,1.0,5,0,0,Mobile,0.0,1.0,DEU,23.0,high,male,35000,0.64,0.5,4
zxohiZaZmAgPtHotf,1400004992_448150054336193.0,448150054336193.0,10,0,1,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Mobile,0.0,0.0,DEU,23.0,high,male,35000,0.64,0.5,4
FXhw83LYqzZmL7cYR,1406018256_9435715069549992.0,9435715069549990.0,10,0,0,0,1,Fat,Fitness,Fitness,Fit,Fat,0.0,4,0,1,Desktop,0.0,0.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
GiwnzPnMyH5aJGHxg,1406018256_9435715069549992.0,9435715069549990.0,3,0,0,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Desktop,0.0,0.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
LSwBdaaDnfTwH8LSK,1406018256_9435715069549992.0,9435715069549990.0,7,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
WhJTfcgiK6EDwjd9Q,1406018256_9435715069549992.0,9435715069549990.0,2,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,0.0,0.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
XaCevsD4NK367b29N,1406018256_9435715069549992.0,9435715069549990.0,5,0,1,0,1,Fit,Fitness,Fitness,Fit,Fat,1.0,2,0,1,Desktop,0.0,0.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
YP9aJfGToMparaKk8,1406018256_9435715069549992.0,9435715069549990.0,12,0,0,1,0,High,Social Status,Social Status,High,Low,1.0,2,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
a96KgNGajgctsJw7Z,1406018256_9435715069549992.0,9435715069549990.0,4,0,0,0,2,Rand,Random,Random,,,,5,0,1,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
mSaFkcyfcCkRfYXhD,1406018256_9435715069549992.0,9435715069549990.0,1,0,1,0,1,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
sg2pLp9GHoP7RWaqE,1406018256_9435715069549992.0,9435715069549990.0,11,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
wd3tocu9WqnyjWMXo,1406018256_9435715069549992.0,9435715069549990.0,6,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,4,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
weGFdRh73P3G2yFXx,1406018256_9435715069549992.0,9435715069549990.0,13,0,1,0,1,Female,Gender,Gender,Male,Female,0.0,3,0,1,Desktop,0.0,1.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
zSAwQ5P8m346qWLMS,1406018256_9435715069549992.0,9435715069549990.0,9,0,1,0,0,Young,Age,Age,Young,Old,1.0,4,0,1,Desktop,0.0,0.0,FRA,23.0,graduate,male,50000,0.69,0.0,4
8oiw2z6A9XF5Mfd7z,1423423900_9509623175204102.0,9509623175204100.0,12,0,0,0,0,Hoomans,Species,Species,Hoomans,Pets,1.0,3,0,1,Mobile,0.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
ALnfkTBRbtiMfDxmX,1423423900_9509623175204102.0,9509623175204100.0,5,0,1,0,2,Rand,Random,Random,,,,4,2,0,Mobile,1.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
CjNTKfW5LcrHrhcWE,1423423900_9509623175204102.0,9509623175204100.0,2,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,1,0,1,Mobile,0.0,1.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
DjhgNqbDtA34tPBkM,1423423900_9509623175204102.0,9509623175204100.0,3,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0.0,2,0,0,Mobile,1.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
Ewa2Kvzz5LEYayP9q,1423423900_9509623175204102.0,9509623175204100.0,6,0,0,1,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Mobile,1.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
FN4k8AuCzFt8SFYeC,1423423900_9509623175204102.0,9509623175204100.0,7,0,0,1,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,0,Mobile,0.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
GsgdqbpAWCiTJYtde,1423423900_9509623175204102.0,9509623175204100.0,4,0,0,0,2,Old,Age,Age,Young,Old,0.0,5,0,0,Mobile,1.0,1.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
HZ79WpbYBDni4toFB,1423423900_9509623175204102.0,9509623175204100.0,10,0,0,0,1,Female,Gender,Gender,Male,Female,0.0,3,0,1,Mobile,0.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
Q2d2WtHenNMqtqi9n,1423423900_9509623175204102.0,9509623175204100.0,8,0,0,1,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,2,1,Mobile,1.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
RpmBJp7LgPNoD5mvv,1423423900_9509623175204102.0,9509623175204100.0,13,0,0,0,0,High,Social Status,Social Status,High,Low,1.0,1,0,1,Mobile,0.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
fYt2i5KYRuiZamCS6,1423423900_9509623175204102.0,9509623175204100.0,11,0,1,0,1,Old,Age,Age,Young,Old,0.0,3,0,0,Mobile,0.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
yfuNGL9pF6sQvj5cp,1423423900_9509623175204102.0,9509623175204100.0,9,0,0,0,0,Fat,Fitness,Fitness,Fit,Fat,0.0,1,0,1,Mobile,1.0,0.0,USA,21.0,bachelor,female,under5000,0.74,0.5,4
E4q8Spc23HG7f4uWT,1473519395_7640580427033089.0,7640580427033090.0,10,0,0,1,0,Male,Gender,Gender,Male,Female,1.0,4,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
G2ZHszzpwZaH2e2tH,1473519395_7640580427033089.0,7640580427033090.0,12,0,1,0,1,Rand,Random,Random,,,,4,1,1,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
J7rme4uQLFipFQKae,1473519395_7640580427033089.0,7640580427033090.0,11,0,0,1,0,Pets,Species,Species,Hoomans,Pets,0.0,3,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
QGKvmufwwGfG6dSbB,1473519395_7640580427033089.0,7640580427033090.0,6,0,1,0,2,Old,Age,Age,Young,Old,0.0,1,0,0,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
SeBzJjtujaFhRPyWj,1473519395_7640580427033089.0,7640580427033090.0,8,0,0,0,1,Pets,Species,Species,Hoomans,Pets,0.0,5,0,0,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
XbaQdbKxfJmYfS8jj,1473519395_7640580427033089.0,7640580427033090.0,1,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,2,3,0,Desktop,0.0,1.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
cDBYcwbtzKZRdwsso,1473519395_7640580427033089.0,7640580427033090.0,2,0,0,0,0,Female,Gender,Gender,Male,Female,0.0,4,0,1,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
fn8wYb7C6dpZruNHY,1473519395_7640580427033089.0,7640580427033090.0,7,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
hPPfZbKi7wC5FbBhQ,1473519395_7640580427033089.0,7640580427033090.0,9,0,1,0,0,Fit,Fitness,Fitness,Fit,Fat,1.0,3,0,0,Desktop,0.0,1.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
wYiuxjTozhFnxwTQF,1473519395_7640580427033089.0,7640580427033090.0,4,0,1,0,1,Low,Social Status,Social Status,High,Low,0.0,1,0,1,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
y7LJXyofedPvvxWkP,1473519395_7640580427033089.0,7640580427033090.0,13,0,0,0,0,More,Utilitarian,Utilitarian,More,Less,1.0,5,4,1,Desktop,0.0,0.0,FRA,23.0,graduate,female,under5000,0.69,0.17,4
2GpdqJQMHTwBE8Gwv,1491248969_3049648814301233.0,3049648814301230.0,12,0,0,1,0,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
2n2QBQGHhCGgnE29H,1491248969_3049648814301233.0,3049648814301230.0,9,0,1,0,0,Male,Gender,Gender,Male,Female,1.0,1,0,0,Desktop,0.0,1.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
BdqLJnLyFjuJgxWxH,1491248969_3049648814301233.0,3049648814301230.0,10,0,0,0,0,High,Social Status,Social Status,High,Low,1.0,1,0,1,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
ESqonmDYysQ4AoFDW,1491248969_3049648814301233.0,3049648814301230.0,6,0,1,0,0,High,Social Status,Social Status,High,Low,1.0,2,0,1,Desktop,0.0,1.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
FjXEepxaFZ8tXSKqF,1491248969_3049648814301233.0,3049648814301230.0,1,0,1,0,2,Young,Age,Age,Young,Old,1.0,2,0,1,Desktop,0.0,1.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
LT5u9MA8nHGv2zq29,1491248969_3049648814301233.0,3049648814301230.0,4,0,1,0,2,Young,Age,Age,Young,Old,1.0,2,0,1,Desktop,0.0,1.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
Nfp8uiky4qsxozvbS,1491248969_3049648814301233.0,3049648814301230.0,2,0,1,0,2,Fit,Fitness,Fitness,Fit,Fat,1.0,4,0,0,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
RPrPyzpCQrStfizzy,1491248969_3049648814301233.0,3049648814301230.0,5,0,1,0,2,Pets,Species,Species,Hoomans,Pets,0.0,1,0,0,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
nLHKBuonpp7Dm2CFo,1491248969_3049648814301233.0,3049648814301230.0,3,0,0,0,1,Rand,Random,Random,,,,5,3,1,Desktop,0.0,1.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
sAbsztsmq45FGLMpd,1491248969_3049648814301233.0,3049648814301230.0,7,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,3,2,0,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
tRd4fWnHoiuAQ5SLJ,1491248969_3049648814301233.0,3049648814301230.0,8,0,1,0,0,Less,Utilitarian,Utilitarian,More,Less,0.0,4,1,0,Desktop,0.0,0.0,DEU,29.0,graduate,male,35000,0.76,0.0,4
